symbol,session_date,primary_exchange,evidence_id,source_kind,source_name,data_class
ACHC,2015-03-27,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-03-30,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-03-31,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-01,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-02,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-06,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-07,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-08,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-09,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-10,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-13,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-14,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-15,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-16,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-17,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-20,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-21,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-22,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-23,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-24,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-27,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACHC,2015-04-28,NASDAQ,listing-interval:ACHC:2015Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted Acadia Healthcare issuer releases bracket ACHC Nasdaq listing interval; start=https://www.sec.gov/Archives/edgar/data/1520697/000119312515044361/d870318dex99.htm; end=https://www.sec.gov/Archives/edgar/data/1520697/000115752315001376/a51090258ex99.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-03-26,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-03-27,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-03-28,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-01,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-02,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-03,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-04,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-05,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-08,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
ACO,2013-04-09,NYSE,listing-interval:ACO:2013Q1-Q2,OFFICIAL_LISTING_HISTORY,SEC-hosted AMCOL issuer releases bracket ACO New York Stock Exchange listing interval; start=https://www.sec.gov/Archives/edgar/data/813621/000110262413000372/exh99_1.htm; end=https://www.sec.gov/Archives/edgar/data/813621/000110262413000483/exh99_1.htm,PUBLIC_OR_AUTHORIZED_HISTORICAL
